queryCost,latitude,longitude,resolvedAddress,address,timezone,tzoffset,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,description,icon
1,36.0748,-81.9243,"36.0748,-81.9243","36.0748,-81.9243",America/New_York,-4.0,81.7,64.5,72.1,64.7,79.91,0.56,,12.5,,,,16.1,5.6,83.5,,48.3,9.3,,,0.0,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1,40.3911,-80.0766,"40.3911,-80.0766","40.3911,-80.0766",America/New_York,-4.0,64.5,52.4,58.6,51.0,77.13,0.0,,0.0,,,,,5.2,95.8,1013.4,62.7,9.1,,,0.0,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,-0.7133,37.051,"-0.7133,37.051","-0.7133,37.051",Africa/Nairobi,3.0,80.5,51.4,68.8,55.8,65.97,0.0,,0.0,,,,,18.3,65.3,,27.5,10.5,,,0.0,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,22.894,91.5327,"22.894,91.5327","22.894,91.5327",Asia/Dhaka,6.0,94.4,74.6,86.3,74.5,81.42,0.05,,6.67,,,,,11.4,,1012.4,54.9,3.2,,,0.0,0.26,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,40.31,47.56,"40.31,47.56","40.31,47.56",Asia/Baku,5.0,88.9,68.1,77.6,65.1,68.64,0.0,,0.0,,,,,6.7,270.3,1009.4,5.7,9.9,,,0.0,0.27,Clear,Clear conditions throughout the day.,clear-day
1,18.0388,-76.574,"18.0388,-76.574","18.0388,-76.574",America/Jamaica,-5.0,85.5,73.5,79.4,73.5,87.28,2.56,,7.14,,,,,49.4,169.2,996.0,87.9,4.4,,,0.0,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,13.901105,-60.969451,"13.901105,-60.969451","13.901105,-60.969451",America/St_Lucia,-4.0,90.0,71.6,77.3,73.5,90.74,2.05,,16.67,,,,27.7,18.0,135.1,1012.4,64.8,7.3,,,0.0,0.0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,43.2453,-79.9367,"43.2453,-79.9367","43.2453,-79.9367",America/Toronto,-4.0,85.0,69.8,77.5,65.4,69.93,0.75,,12.5,,,,28.9,8.2,258.6,1011.0,0.5,8.3,,,0.0,0.14,Rain,Clear conditions throughout the day with rain clearing later.,rain
1,45.0915,-123.7641,"45.0915,-123.7641","45.0915,-123.7641",America/Los_Angeles,-8.0,51.0,41.1,46.3,47.0,95.72,0.54,,75.0,,,,35.6,19.0,190.2,1014.6,72.8,6.0,,,0.0,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,45.4654,-117.39,"45.4654,-117.39","45.4654,-117.39",America/Los_Angeles,-7.0,83.0,54.6,67.5,54.6,65.62,0.13,,12.5,,,,33.3,14.6,213.8,1009.6,12.8,9.4,,,0.0,0.99,Rain,Clear conditions throughout the day with rain.,rain
1,33.245,75.247,"33.245,75.247","33.245,75.247",Asia/Kolkata,5.5,0.0,0.0,52.6,27.0,59.6,0.04,16.7,7.0,,,,,1.8,257.2,,34.8,2.3,,,,0.81,Partially cloudy,,partly-cloudy-day
1,12.042,-86.2998,"12.042,-86.2998","12.042,-86.2998",America/Managua,-6.0,102.6,75.2,83.6,74.7,84.7,0.0,,0.0,,,,,9.2,130.7,,40.3,5.3,,,0.0,0.42,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,32.664,130.6507,"32.664,130.6507","32.664,130.6507",Asia/Tokyo,9.0,75.0,68.5,71.9,71.8,99.49,6.96,,16.67,,,,,16.0,168.4,1005.6,20.7,1.9,,,0.0,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,47.4074,-102.7912,"47.4074,-102.7912","47.4074,-102.7912",America/Denver,-6.0,91.4,71.3,79.4,72.5,86.05,0.07,,16.67,,,,21.9,15.5,120.0,1012.5,27.1,7.7,,,0.0,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,40.69,30.458,"40.69,30.458","40.69,30.458",Europe/Istanbul,3.0,70.1,57.5,62.7,54.7,75.6,0.02,,4.35,,,,12.8,5.8,173.5,1019.9,63.5,11.9,,,0.0,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,46.1936,-123.7999,"46.1936,-123.7999","46.1936,-123.7999",America/Los_Angeles,-7.0,52.6,40.8,47.3,45.0,84.84,0.8,,87.5,,,,22.6,16.3,207.8,1014.0,21.7,8.7,,,0.0,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,53.6057,-9.7083,"53.6057,-9.7083","53.6057,-9.7083",Europe/Dublin,1.0,51.2,37.9,42.8,47.0,93.4,0.88,,12.5,,,,82.8,34.5,196.9,1002.1,65.9,3.6,,,0.0,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,38.4316,-106.1009,"38.4316,-106.1009","38.4316,-106.1009",America/Denver,-6.0,69.5,53.3,58.2,51.9,80.98,0.39,,29.17,,,,25.2,20.3,190.0,,77.2,9.2,,,0.0,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,9.9077,98.6937,"9.9077,98.6937","9.9077,98.6937",Asia/Bangkok,7.0,86.4,75.0,78.3,74.8,90.88,1.11,,60.0,,,,,3.4,184.0,1011.3,87.2,4.7,,,0.0,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,47.9897,-122.3631,"47.9897,-122.3631","47.9897,-122.3631",America/Los_Angeles,-8.0,45.5,32.2,38.7,22.9,52.72,0.0,,0.0,,0.0,0.0,,8.3,193.2,1023.6,2.6,9.9,,,0.0,0.48,Clear,Clear conditions throughout the day.,clear-day
1,45.9953,-122.8771,"45.9953,-122.8771","45.9953,-122.8771",America/Los_Angeles,-8.0,60.9,53.1,58.3,55.2,89.36,1.48,,95.83,,0.0,0.0,32.7,18.8,172.1,1008.3,99.8,6.5,,,0.0,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,13.8193,124.1754,"13.8193,124.1754","13.8193,124.1754",Asia/Manila,8.0,96.6,76.9,81.1,75.8,90.3,0.3,,21.43,,,,,11.3,308.5,1006.9,97.1,12.9,,,0.0,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,27.3765,88.7628,"27.3765,88.7628","27.3765,88.7628",Asia/Kolkata,5.5,73.4,40.8,54.0,49.8,82.08,0.07,,15.38,,,,,20.1,137.3,,89.8,9.3,,,0.0,0.61,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,29.9932,102.9955,"29.9932,102.9955","29.9932,102.9955",Asia/Shanghai,8.0,96.2,71.0,81.2,68.3,70.93,1.25,,42.86,,,,,8.9,,1001.9,88.6,14.5,,,0.0,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,34.6507,74.7362,"34.6507,74.7362","34.6507,74.7362",Asia/Kolkata,5.5,66.3,51.5,58.9,42.3,56.65,0.0,,0.0,,,,,13.9,220.0,,100.0,2.5,,,0.0,0.96,Overcast,Cloudy skies throughout the day.,cloudy
1,47.9459,-122.3039,"47.9459,-122.3039","47.9459,-122.3039",America/Los_Angeles,-8.0,46.3,31.8,39.3,39.9,87.21,0.16,,50.0,,,,31.1,14.9,172.3,1017.9,89.1,7.9,,,0.0,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,-23.2789,-46.7392,"-23.2789,-46.7392","-23.2789,-46.7392",America/Sao_Paulo,-3.0,76.7,68.0,72.7,68.1,85.79,0.94,,8.33,,,,19.7,8.8,117.8,,61.8,5.2,,,0.0,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,29.2833,80.675,"29.2833,80.675","29.2833,80.675",Asia/Kathmandu,5.75,0.0,0.0,80.9,62.1,77.8,0.01,11.1,5.0,,,,,4.0,218.9,1007.0,32.9,7.5,,,,0.53,Partially cloudy,,partly-cloudy-day
1,18.0918,-76.9429,"18.0918,-76.9429","18.0918,-76.9429",America/Jamaica,-5.0,102.3,78.4,89.7,73.4,71.67,0.0,,0.0,,,,,24.2,172.2,1010.7,67.2,7.5,,,0.0,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,53.03,-119.22,"53.03,-119.22","53.03,-119.22",America/Vancouver,-7.0,75.9,53.6,64.4,48.3,58.49,0.08,,4.17,,,,20.8,8.5,157.8,1017.4,0.0,,,,0.0,0.99,Rain,Clear conditions throughout the day with late afternoon rain.,rain
1,-23.42446618,-46.71737124,"-23.42446618,-46.71737124","-23.42446618,-46.71737124",America/Sao_Paulo,-2.0,69.6,65.5,67.9,62.6,83.44,0.2,,8.33,,,,,15.9,172.8,,97.3,4.8,,,0.0,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,29.3588,81.31,"29.3588,81.31","29.3588,81.31",Asia/Kathmandu,5.75,73.5,73.5,73.5,67.4,81.19,0.0,,0.0,,,,,5.8,270.0,,100.0,5.0,,,0.0,0.07,Overcast,Cloudy skies throughout the day.,cloudy
1,40.3722,-91.3955,"40.3722,-91.3955","40.3722,-91.3955",America/Chicago,-5.0,69.9,57.5,65.8,58.6,77.78,0.3,,20.83,,,,20.8,12.8,245.6,1013.8,76.2,7.6,,,0.0,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1,5.9122,116.1465,"5.9122,116.1465","5.9122,116.1465",Asia/Kuching,8.0,105.2,75.2,87.7,77.0,89.16,0.31,,4.17,,,,,5.8,136.3,1010.9,90.6,7.0,,,0.0,0.6,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
1,36.0562,-87.4745,"36.0562,-87.4745","36.0562,-87.4745",America/Chicago,-5.0,67.8,57.8,62.0,59.4,91.51,2.36,,75.0,,,,36.9,16.3,185.2,1000.8,84.4,8.1,,,0.0,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,0.0277,34.7841,"0.0277,34.7841","0.0277,34.7841",Africa/Nairobi,3.0,82.4,60.3,70.2,64.4,83.54,0.75,,4.17,,,,,15.4,131.3,,71.2,7.1,,,0.0,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,45.6069,-123.4604,"45.6069,-123.4604","45.6069,-123.4604",America/Los_Angeles,-8.0,55.5,51.1,53.3,52.0,95.3,0.88,,91.67,,,,41.4,21.5,193.7,1012.9,93.9,6.5,,,0.0,0.08,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,40.5243,-79.6673,"40.5243,-79.6673","40.5243,-79.6673",America/New_York,-4.0,82.8,62.0,73.4,55.2,58.74,0.01,,8.33,,,,,6.0,217.0,1015.5,17.8,7.6,,,0.0,0.1,Rain,Clear conditions throughout the day with early morning rain.,rain
1,18.7723,99.2853,"18.7723,99.2853","18.7723,99.2853",Asia/Bangkok,7.0,83.9,76.6,78.5,73.2,84.86,0.03,,4.17,,,,,5.9,134.6,1006.3,90.6,5.4,,,0.0,0.01,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
1,37.6178,-121.9451,"37.6178,-121.9451","37.6178,-121.9451",America/Los_Angeles,-8.0,62.2,57.9,60.2,56.4,87.38,1.62,,87.5,,,,28.2,20.1,181.2,1012.9,97.0,6.7,,,0.0,0.52,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,40.0205,-80.3194,"40.0205,-80.3194","40.0205,-80.3194",America/New_York,-4.0,78.5,56.4,65.4,61.3,87.5,0.75,,29.17,,,,18.3,9.3,137.8,1008.1,38.4,6.7,,,0.0,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,35.0254,-111.7414,"35.0254,-111.7414","35.0254,-111.7414",America/Phoenix,-7.0,31.2,20.2,23.7,30.7,96.48,1.2,,83.33,,7.39,19.64,29.2,15.0,206.2,1009.9,87.8,3.4,,,0.0,0.94,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow
1,14.9847,108.3348,"14.9847,108.3348","14.9847,108.3348",Asia/Ho_Chi_Minh,7.0,77.3,74.4,76.0,75.1,97.05,0.0,,0.0,,,,,11.2,35.0,1011.9,100.0,5.0,,,0.0,0.48,Overcast,Cloudy skies throughout the day.,cloudy
1,9.4237,76.9371,"9.4237,76.9371","9.4237,76.9371",Asia/Kolkata,5.5,77.6,77.6,77.6,76.2,95.34,1.73,,100.0,,,,,3.4,360.0,1008.7,100.0,2.5,,,0.0,0.25,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain
1,34.0775,-117.2599,"34.0775,-117.2599","34.0775,-117.2599",America/Los_Angeles,-8.0,56.9,48.0,53.8,51.8,93.05,2.32,,75.0,,,,26.4,12.8,139.5,1010.7,94.1,6.9,,,0.0,0.51,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,7.8383,123.2967,"7.8383,123.2967","7.8383,123.2967",Asia/Manila,8.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.47,,,
1,1.47,111.4116,"1.47,111.4116","1.47,111.4116",Asia/Kuching,8.0,105.2,75.2,85.6,75.5,85.74,0.0,,0.0,,,,,5.8,112.1,,87.4,6.2,,,0.0,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,45.4842,-123.6748,"45.4842,-123.6748","45.4842,-123.6748",America/Los_Angeles,-8.0,56.6,53.6,55.3,54.3,96.49,1.94,,95.83,,,,31.1,21.4,205.8,1014.5,99.5,4.6,,,0.0,0.43,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,10.6144,-66.5806,"10.6144,-66.5806","10.6144,-66.5806",America/Caracas,-4.5,90.9,75.2,79.8,74.7,90.28,0.0,,0.0,,,,,9.2,41.1,,75.1,5.6,,,0.0,0.79,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,42.2395,-124.3642,"42.2395,-124.3642","42.2395,-124.3642",America/Los_Angeles,-8.0,51.1,35.5,42.6,40.0,81.39,0.07,,16.67,,,,20.6,12.0,186.0,1015.9,12.2,9.7,,,0.0,0.9,Rain,Clear conditions throughout the day with early morning rain.,rain
1,34.1647,-117.8178,"34.1647,-117.8178","34.1647,-117.8178",America/Los_Angeles,-8.0,59.8,51.4,55.6,51.7,86.88,1.2,,58.33,,,,33.5,18.2,162.7,1014.5,89.5,7.5,,,0.0,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,38.4165,-123.0994,"38.4165,-123.0994","38.4165,-123.0994",America/Los_Angeles,-7.0,51.3,41.1,45.9,43.2,80.26,1.13,,75.0,,,,31.4,19.3,182.9,1005.6,24.4,7.3,,,0.0,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,26.222,94.9152,"26.222,94.9152","26.222,94.9152",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.13,,,
1,-10.3038,150.4476,"-10.3038,150.4476","-10.3038,150.4476",Pacific/Port_Moresby,10.0,102.7,80.0,95.6,76.8,75.47,0.0,,0.0,,,,,11.4,,1009.3,26.7,18.8,,,0.0,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,21.7254,101.453,"21.7254,101.453","21.7254,101.453",Asia/Shanghai,8.0,88.6,57.3,72.8,58.8,66.55,0.0,,0.0,,,,,6.9,250.7,1008.6,22.4,2.8,,,0.0,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,-22.5527,-43.6897,"-22.5527,-43.6897","-22.5527,-43.6897",America/Sao_Paulo,-3.0,75.6,67.1,71.0,67.8,90.11,0.0,,0.0,,,,,18.3,257.1,,98.6,2.7,,,0.0,0.76,Overcast,Cloudy skies throughout the day.,cloudy
1,26.0137,94.5163,"26.0137,94.5163","26.0137,94.5163",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.98,,,
1,37.356,-2.0371,"37.356,-2.0371","37.356,-2.0371",Europe/Madrid,2.0,65.6,54.8,60.0,50.1,70.97,0.0,,0.0,,,,,24.7,154.2,1003.9,56.5,8.8,,,0.0,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,18.5158,73.1822,"18.5158,73.1822","18.5158,73.1822",Asia/Kolkata,5.5,111.2,84.9,97.2,73.3,63.46,0.0,,0.0,,,,,12.8,239.3,1006.1,46.6,2.2,,,0.0,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,10.34,123.9275,"10.34,123.9275","10.34,123.9275",Asia/Manila,8.0,105.1,75.2,88.7,77.3,87.49,0.35,,8.7,,,,,9.2,176.7,1008.0,88.6,6.1,,,0.0,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,40.5494,45.6449,"40.5494,45.6449","40.5494,45.6449",Asia/Baku,5.0,86.0,64.8,76.8,62.2,62.91,0.24,,8.33,,,,,11.4,233.7,1007.9,75.0,8.0,,,0.0,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,24.1965,73.703,"24.1965,73.703","24.1965,73.703",Asia/Kolkata,5.5,79.4,73.5,75.2,73.2,93.81,1.85,,50.0,,,,,2.2,180.0,1006.1,97.5,2.2,,,0.0,0.54,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,40.9959,45.6886,"40.9959,45.6886","40.9959,45.6886",Asia/Baku,5.0,60.8,50.3,55.0,49.9,83.71,0.32,,8.33,,,,,13.9,94.2,1011.5,87.5,5.8,,,0.0,0.49,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,0.6301,30.0355,"0.6301,30.0355","0.6301,30.0355",Africa/Kampala,3.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.09,,,
1,16.95,121.045,"16.95,121.045","16.95,121.045",Asia/Manila,8.0,72.2,62.0,66.2,63.7,91.99,0.0,,0.0,,,,,8.9,145.0,1007.8,96.3,4.0,,,0.0,0.5,Overcast,Cloudy skies throughout the day.,cloudy
1,43.3215,22.0726,"43.3215,22.0726","43.3215,22.0726",Europe/Belgrade,2.0,42.8,27.5,33.6,35.3,81.34,0.34,,17.39,,,,29.1,21.9,320.5,1018.4,83.7,6.3,,,0.0,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,9.6563,-84.0236,"9.6563,-84.0236","9.6563,-84.0236",America/Costa_Rica,-6.0,75.3,66.2,69.1,67.6,95.35,4.37,,4.17,,,,,11.4,177.1,1010.2,91.1,3.5,,,0.0,0.98,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
1,26.1407,91.7645,"26.1407,91.7645","26.1407,91.7645",Asia/Kolkata,5.5,112.5,79.1,99.2,80.6,87.25,0.43,,25.0,,,,,9.2,40.0,1002.7,77.5,1.6,,,0.0,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,37.4563,-82.4223,"37.4563,-82.4223","37.4563,-82.4223",America/New_York,-4.0,75.6,63.8,68.4,59.8,76.61,0.98,,20.83,,,,21.9,11.3,242.0,1011.0,61.1,8.3,,,0.0,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,10.4524,123.2617,"10.4524,123.2617","10.4524,123.2617",Asia/Manila,8.0,80.0,75.2,77.9,76.3,94.77,2.56,,17.39,,,,27.5,16.1,155.7,1011.9,98.8,4.6,,,0.0,0.02,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,44.9688,33.6051,"44.9688,33.6051","44.9688,33.6051",Europe/Simferopol,3.0,82.9,57.2,71.1,47.3,46.18,0.0,,0.0,,,,,13.4,183.2,1014.2,10.4,6.2,,,0.0,0.53,Clear,Clear conditions throughout the day.,clear-day
1,24.808000000000003,93.117,"24.808000000000003,93.117","24.808000000000003,93.117",Asia/Kolkata,5.5,94.1,74.6,81.9,73.6,83.94,0.28,,25.0,,,,,5.8,202.0,1002.5,88.8,2.0,,,0.0,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,19.4272,-155.8801,"19.4272,-155.8801","19.4272,-155.8801",Pacific/Honolulu,-10.0,82.8,55.7,64.4,60.6,86.4,0.41,,25.0,,,,,11.4,,1018.9,33.6,9.7,,,0.0,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,38.4837,111.2345,"38.4837,111.2345","38.4837,111.2345",Asia/Shanghai,8.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.84,,,
1,40.4507,-79.9773,"40.4507,-79.9773","40.4507,-79.9773",America/New_York,-4.0,75.0,66.0,69.5,66.3,89.98,1.65,,62.5,,,,20.8,13.0,206.4,1008.7,78.3,8.3,,,0.0,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,10.06,-84.1841,"10.06,-84.1841","10.06,-84.1841",America/Costa_Rica,-6.0,84.8,66.2,71.8,65.1,81.47,1.36,,4.17,,,,,11.6,156.4,1012.7,47.8,6.3,,,0.0,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,19.8413,-96.8005,"19.8413,-96.8005","19.8413,-96.8005",America/Mexico_City,-5.0,92.6,66.8,79.1,72.7,88.33,2.05,,20.83,,,,51.9,41.4,160.3,1012.2,18.9,3.0,,,0.0,0.66,Rain,Clear conditions throughout the day with rain.,rain
1,28.601,81.601,"28.601,81.601","28.601,81.601",Asia/Kathmandu,5.75,101.8,76.7,89.3,78.3,91.27,1.81,,50.0,,,,,2.2,,997.1,85.0,8.7,,,0.0,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,31.9111,108.6989,"31.9111,108.6989","31.9111,108.6989",Asia/Shanghai,8.0,89.0,65.6,76.7,65.9,75.19,0.02,,14.29,,,,,4.5,280.0,1005.6,58.6,11.9,,,0.0,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,41.08647095,73.07114867,"41.08647095,73.07114867","41.08647095,73.07114867",Asia/Bishkek,6.0,64.8,38.7,52.5,39.6,61.44,0.12,,4.17,,,,,8.9,190.8,1020.4,23.6,9.1,,,0.0,0.07,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain
1,-38.2907,177.3655,"-38.2907,177.3655","-38.2907,177.3655",Pacific/Auckland,13.0,65.6,45.6,56.6,47.1,71.74,0.0,,0.0,,,,,6.9,215.0,1004.4,0.0,8.9,,,0.0,0.32,Clear,Clear conditions throughout the day.,clear-day
1,44.71,-122.2336,"44.71,-122.2336","44.71,-122.2336",America/Los_Angeles,-8.0,55.7,38.2,44.0,42.3,79.81,0.65,,70.83,,,,39.6,24.9,202.5,1007.8,86.3,9.1,,,0.0,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,40.4191,-79.9647,"40.4191,-79.9647","40.4191,-79.9647",America/New_York,-4.0,62.6,55.6,59.3,56.6,90.92,1.34,,37.5,,,,26.7,18.9,177.0,1005.1,99.4,7.3,,,0.0,0.62,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
1,46.1836,-123.8203,"46.1836,-123.8203","46.1836,-123.8203",America/Los_Angeles,-7.0,68.1,59.1,63.1,58.8,86.04,0.09,,37.5,,,,,6.9,,1011.9,84.4,9.5,,,0.0,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1,33.5708,73.494,"33.5708,73.494","33.5708,73.494",Asia/Karachi,5.0,68.1,52.6,60.6,56.9,88.36,4.17,,25.0,,,,,30.0,,1011.5,76.6,4.0,,,0.0,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,33.6549,74.6326,"33.6549,74.6326","33.6549,74.6326",Asia/Kolkata,5.5,65.6,41.1,51.0,43.1,77.16,0.0,,0.0,,,,,1.1,117.5,,15.7,2.0,,,0.0,0.81,Clear,Clear conditions throughout the day.,clear-day
1,20.5004,-97.4647,"20.5004,-97.4647","20.5004,-97.4647",America/Mexico_City,-5.0,95.9,71.7,78.8,74.7,94.39,4.36,,33.33,,,,,13.9,125.9,1013.1,96.0,2.8,,,0.0,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,28.5833,112.3735,"28.5833,112.3735","28.5833,112.3735",Asia/Shanghai,8.0,84.6,69.2,75.3,66.6,76.22,0.35,,12.5,,,,,6.7,83.8,1011.1,96.3,7.2,,,0.0,0.94,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain
1,43.7599,-124.1229,"43.7599,-124.1229","43.7599,-124.1229",America/Los_Angeles,-8.0,57.0,53.6,55.2,50.1,82.86,0.9,,91.67,,,,33.3,19.8,201.3,,80.4,6.1,,,0.0,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,37.9933,-108.012,"37.9933,-108.012","37.9933,-108.012",America/Denver,-6.0,72.0,52.2,59.8,51.3,75.48,0.13,,20.83,,0.0,0.0,45.9,11.4,109.7,1019.1,66.4,9.8,,,0.0,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,47.4296,-122.5337,"47.4296,-122.5337","47.4296,-122.5337",America/Los_Angeles,-8.0,51.4,45.2,47.8,47.5,93.37,0.59,,95.83,,,,,10.0,179.7,1011.5,100.0,8.8,,,0.0,0.42,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,45.4604,-122.6394,"45.4604,-122.6394","45.4604,-122.6394",America/Los_Angeles,-8.0,55.0,38.7,45.4,40.9,76.88,0.12,,16.67,,0.0,0.0,28.9,17.4,134.4,1025.2,53.5,9.8,,,0.0,0.95,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain
1,38.6331,-82.5309,"38.6331,-82.5309","38.6331,-82.5309",America/New_York,-4.0,78.3,60.6,70.3,58.2,69.24,0.78,,29.17,,,,18.3,11.4,222.0,1010.1,62.6,9.5,,,0.0,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,37.9002,-122.4749,"37.9002,-122.4749","37.9002,-122.4749",America/Los_Angeles,-7.0,50.5,40.0,44.1,44.9,86.19,1.02,,75.0,,,,42.4,30.4,198.0,1008.9,86.7,7.6,,,0.0,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,43.6828,-123.6691,"43.6828,-123.6691","43.6828,-123.6691",America/Los_Angeles,-8.0,58.4,39.4,47.8,45.1,89.6,0.0,,0.0,,0.0,0.0,,4.7,107.9,1024.5,26.5,6.7,,,0.0,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,-23.6419326,-46.4273239,"-23.6419326,-46.4273239","-23.6419326,-46.4273239",America/Sao_Paulo,-3.0,73.4,62.8,67.6,62.2,83.76,3.27,,12.5,,,,,11.0,109.8,,62.1,4.9,,,0.0,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
