queryCost,latitude,longitude,resolvedAddress,address,timezone,tzoffset,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,conditions,description,icon
1,27.8385,88.556,"27.8385,88.556","27.8385,88.556",Asia/Kolkata,5.5,50.3,40.4,43.9,38.9,80.32,0.0,,0.0,,,,,11.2,156.0,,90.0,12.4,,,0.0,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,27.6558,88.605,"27.6558,88.605","27.6558,88.605",Asia/Kolkata,5.5,50.3,40.4,43.9,38.9,80.32,0.0,,0.0,,,,,11.2,156.0,,90.0,12.4,,,0.0,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,5.5779,-0.9992,"5.5779,-0.9992","5.5779,-0.9992",Africa/Accra,0.0,95.8,72.4,81.0,75.1,90.15,0.79,,16.67,,,,,2.8,231.6,1011.4,65.4,11.6,,,0.0,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,27.769034,84.854632,"27.769034,84.854632","27.769034,84.854632",Asia/Kathmandu,5.75,88.8,69.8,76.3,69.6,82.91,0.87,,4.17,,,,,10.3,217.1,1000.1,79.4,4.9,,,0.0,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,11.3169,-60.55,"11.3169,-60.55","11.3169,-60.55",America/Port_of_Spain,-4.0,86.2,73.5,78.4,74.5,90.53,1.61,,8.7,,,,,21.9,80.5,1013.4,89.7,6.5,,,0.0,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
1,21.61900923,91.92597729,"21.61900923,91.92597729","21.61900923,91.92597729",Asia/Dhaka,6.0,96.1,77.0,85.6,78.3,93.91,3.43,,15.79,,,,,20.8,180.6,1001.5,79.3,2.1,,,0.0,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1,9.3381,-79.8897,"9.3381,-79.8897","9.3381,-79.8897",America/Panama,-5.0,98.1,76.0,81.4,74.2,84.75,0.0,,0.0,,,,,7.1,112.6,,68.9,5.7,,,0.0,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,9.3581,-79.9029,"9.3581,-79.9029","9.3581,-79.9029",America/Panama,-5.0,98.1,76.0,81.4,74.2,84.73,0.0,,0.0,,,,,7.1,112.5,,68.9,5.7,,,0.0,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,30.4954,78.3881,"30.4954,78.3881","30.4954,78.3881",Asia/Kolkata,5.5,71.0,65.0,66.8,66.6,99.21,18.62,,100.0,,,,,2.2,212.0,1000.2,100.0,0.7,,,0.0,0.24,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,30.885,78.6695,"30.885,78.6695","30.885,78.6695",Asia/Kolkata,5.5,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.24,,,
1,29.7986,80.417,"29.7986,80.417","29.7986,80.417",Asia/Kolkata,5.5,70.3,66.1,67.5,65.9,94.64,0.8,,33.33,,,,,15.1,140.0,999.5,33.2,2.6,,,0.0,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
1,36.27009466,-85.97897289,"36.27009466,-85.97897289","36.27009466,-85.97897289",America/Chicago,-5.0,83.9,63.0,69.4,63.4,83.57,0.81,,29.17,,0.0,0.0,19.7,8.8,165.4,1008.9,44.5,8.1,,,0.0,0.14,"Rain, Partially cloudy",Clearing in the afternoon with rain.,rain
1,50.0023,-116.9044,"50.0023,-116.9044","50.0023,-116.9044",America/Vancouver,-7.0,57.0,51.6,54.8,53.1,94.07,2.15,,79.17,,,,,7.2,237.1,1008.8,0.0,627.0,,,0.0,0.39,Rain,Clear conditions throughout the day with a chance of rain throughout the day.,rain
1,26.092493,94.257523,"26.092493,94.257523","26.092493,94.257523",Asia/Kolkata,5.5,86.1,76.6,81.4,75.9,92.28,1.03,,50.0,,,,,1.2,230.0,1002.4,80.0,1.2,,,0.0,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,10.9628,77.5947,"10.9628,77.5947","10.9628,77.5947",Asia/Kolkata,5.5,88.7,72.8,76.5,71.8,88.04,0.17,,25.0,,,,,13.9,211.3,1008.2,91.3,2.5,,,0.0,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
1,10.9628,77.5947,"10.9628,77.5947","10.9628,77.5947",Asia/Kolkata,5.5,88.7,72.8,76.5,71.8,88.04,0.17,,25.0,,,,,13.9,211.3,1008.2,91.3,2.5,,,0.0,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain
1,28.4311,82.1847,"28.4311,82.1847","28.4311,82.1847",Asia/Kathmandu,5.75,89.6,76.2,82.9,74.0,83.67,0.0,,0.0,,,,,2.1,251.0,999.3,92.8,5.9,,,0.0,0.16,Overcast,Cloudy skies throughout the day.,cloudy
1,25.7658,93.9413,"25.7658,93.9413","25.7658,93.9413",Asia/Kolkata,5.5,0.0,0.0,99.8,72.1,84.1,0.22,20.0,8.0,,,,,2.7,220.0,,52.0,1.7,,,,0.32,Partially cloudy,,partly-cloudy-day
1,28.6202,82.4393,"28.6202,82.4393","28.6202,82.4393",Asia/Kathmandu,5.75,83.7,68.6,76.2,69.2,84.96,0.0,,0.0,,,,,3.1,228.0,999.4,90.4,5.3,,,0.0,0.16,Overcast,Cloudy skies throughout the day.,cloudy
1,25.7131,94.0885,"25.7131,94.0885","25.7131,94.0885",Asia/Kolkata,5.5,0.0,0.0,99.8,72.1,84.1,0.22,20.0,8.0,,,,,2.7,220.0,,52.0,1.7,,,,0.32,Partially cloudy,,partly-cloudy-day
1,10.329,123.888,"10.329,123.888","10.329,123.888",Asia/Manila,8.0,95.5,76.7,85.1,75.3,83.83,0.55,,9.09,,,,,12.8,175.1,1007.7,91.5,6.1,,,0.0,0.49,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,22.35037081,91.83258101,"22.35037081,91.83258101","22.35037081,91.83258101",Asia/Dhaka,6.0,101.2,75.2,84.2,77.8,93.63,7.43,,31.25,,,,,20.8,124.3,1000.9,75.0,2.5,,,0.0,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,47.446000000000005,12.3966,"47.446000000000005,12.3966","47.446000000000005,12.3966",Europe/Vienna,2.0,55.5,42.2,51.4,50.7,95.24,0.13,,25.0,,,,,7.3,170.5,1020.2,63.1,2.5,,,0.0,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,32.5196,-117.0898,"32.5196,-117.0898","32.5196,-117.0898",America/Tijuana,-7.0,66.5,54.1,60.2,52.1,75.34,0.0,,0.0,,0.0,0.0,21.9,12.7,215.3,1016.5,56.7,9.7,,,0.0,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,-8.034706,112.61191,"-8.034706,112.61191","-8.034706,112.61191",Asia/Jakarta,7.0,96.9,77.0,89.1,72.6,69.98,0.0,,0.0,,,,,15.0,149.7,1010.7,33.0,4.4,,,0.0,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,28.145796,84.06901500000001,"28.145796,84.06901500000001","28.145796,84.06901500000001",Asia/Kathmandu,5.75,90.1,74.0,83.8,73.7,81.97,0.0,,0.0,,,,,5.8,70.0,,68.0,4.1,,,0.0,0.12,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,-6.522155904,106.7121322,"-6.522155904,106.7121322","-6.522155904,106.7121322",Asia/Jakarta,7.0,94.2,74.8,79.3,75.2,90.33,2.77,,29.17,,,,,9.2,177.5,1010.4,61.1,3.3,,,0.0,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,26.1445447,94.24416766,"26.1445447,94.24416766","26.1445447,94.24416766",Asia/Kolkata,5.5,88.6,76.6,82.6,76.7,93.64,1.7,,50.0,,,,,0.9,360.0,,84.2,1.0,,,0.0,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,21.23699085,92.10434768,"21.23699085,92.10434768","21.23699085,92.10434768",Asia/Dhaka,6.0,78.5,77.1,77.7,77.0,97.7,0.98,,33.33,,,,,3.4,206.7,,100.0,5.0,,,0.0,0.44,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
1,26.20450454,91.87202793,"26.20450454,91.87202793","26.20450454,91.87202793",Asia/Kolkata,5.5,111.5,87.5,100.2,81.0,88.2,0.69,,15.0,,,,,10.3,109.6,1000.2,72.6,2.0,,,0.0,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,43.65859938,-72.34106092,"43.65859938,-72.34106092","43.65859938,-72.34106092",America/New_York,-4.0,79.1,65.9,70.9,68.8,93.26,2.29,,54.17,,0.0,0.0,23.0,12.1,113.3,1011.0,76.5,6.0,,,0.0,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,46.726906,13.787332,"46.726906,13.787332","46.726906,13.787332",Europe/Vienna,2.0,75.5,57.2,62.2,56.3,81.9,1.97,,25.0,,,,29.3,7.9,121.8,1017.2,2.2,4.0,,,0.0,0.05,Rain,Clear conditions throughout the day with rain.,rain
1,22.77997113,92.03513581,"22.77997113,92.03513581","22.77997113,92.03513581",Asia/Dhaka,6.0,102.5,76.6,90.8,78.6,89.98,3.56,,35.0,,,,,18.3,160.2,1000.8,76.4,2.5,,,0.0,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,37.29584217,-112.9476039,"37.29584217,-112.9476039","37.29584217,-112.9476039",America/Denver,-6.0,93.7,57.4,77.7,24.8,15.88,0.0,,0.0,,0.0,0.0,24.2,11.5,158.4,1012.8,0.0,9.9,,,0.0,0.41,Clear,Clear conditions throughout the day.,clear-day
1,27.513641,87.640957,"27.513641,87.640957","27.513641,87.640957",Asia/Kathmandu,5.75,73.5,63.8,68.5,65.5,90.68,2.04,,20.0,,,,,0.1,270.0,,76.0,1.6,,,0.0,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,25.4976444,94.12901274,"25.4976444,94.12901274","25.4976444,94.12901274",Asia/Kolkata,5.5,74.6,74.6,74.6,71.0,88.57,0.94,,50.0,,,,,2.2,320.0,,60.0,2.5,,,0.0,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,17.85175828,-100.3120723,"17.85175828,-100.3120723","17.85175828,-100.3120723",America/Mexico_City,-5.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.54,,,
1,23.16100191,105.4244893,"23.16100191,105.4244893","23.16100191,105.4244893",Asia/Bangkok,7.0,77.3,71.3,73.4,70.2,89.78,0.6,,42.86,,,,,4.5,235.0,1003.2,70.0,13.4,,,0.0,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,27.833565000000004,85.201673,"27.833565000000004,85.201673","27.833565000000004,85.201673",Asia/Kathmandu,5.75,77.0,66.2,72.1,68.3,88.25,2.37,,17.39,,,,,5.8,150.6,1001.9,90.3,4.3,,,0.0,0.05,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,27.167781,87.055222,"27.167781,87.055222","27.167781,87.055222",Asia/Kathmandu,5.75,78.2,70.2,75.4,71.7,88.52,0.56,,40.0,,,,,2.0,155.0,997.8,78.2,2.7,,,0.0,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,26.22247247,91.92053028,"26.22247247,91.92053028","26.22247247,91.92053028",Asia/Kolkata,5.5,111.5,86.9,100.0,80.9,88.13,0.75,,15.0,,,,,10.3,110.5,1000.3,72.8,2.0,,,0.0,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,28.377188,83.498645,"28.377188,83.498645","28.377188,83.498645",Asia/Kathmandu,5.75,84.4,69.5,77.2,71.9,86.39,2.18,,40.0,,,,,6.9,155.0,1000.5,72.0,3.4,,,0.0,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,26.1061808,91.85158907,"26.1061808,91.85158907","26.1061808,91.85158907",Asia/Kolkata,5.5,111.5,87.5,100.1,81.0,88.26,0.69,,15.0,,,,,10.3,108.0,1000.0,72.5,2.0,,,0.0,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,26.10430759,91.86227824,"26.10430759,91.86227824","26.10430759,91.86227824",Asia/Kolkata,5.5,111.5,87.4,100.0,81.0,88.24,0.69,,15.0,,,,,10.3,108.2,1000.0,72.5,2.0,,,0.0,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,22.74955141,92.22099982,"22.74955141,92.22099982","22.74955141,92.22099982",Asia/Dhaka,6.0,100.7,75.1,81.7,77.0,94.15,10.77,,31.25,,,,,20.8,122.7,1002.3,76.8,2.4,,,0.0,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,22.77992936,105.1593663,"22.77992936,105.1593663","22.77992936,105.1593663",Asia/Bangkok,7.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.37,,,
1,14.521881,-90.604924,"14.521881,-90.604924","14.521881,-90.604924",America/Guatemala,-6.0,75.5,60.8,67.3,58.9,76.4,0.88,,4.17,,,,,24.8,272.5,1015.8,55.3,6.6,,,0.0,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,40.24298211,-80.00630324,"40.24298211,-80.00630324","40.24298211,-80.00630324",America/New_York,-4.0,84.2,57.7,71.9,57.4,61.97,0.0,,0.0,,0.0,0.0,25.1,16.5,186.2,1017.2,23.9,9.9,,,0.0,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,22.80452414,91.91261915,"22.80452414,91.91261915","22.80452414,91.91261915",Asia/Dhaka,6.0,100.7,75.2,81.9,77.3,94.32,7.24,,31.25,,,,,13.9,123.3,1001.2,76.8,2.5,,,0.0,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,6.60222,3.351692,"6.60222,3.351692","6.60222,3.351692",Africa/Lagos,1.0,78.8,75.0,76.2,75.1,96.46,1.19,,9.09,,,,,5.8,185.0,1014.8,58.8,3.6,,,0.0,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,31.956546000000003,77.109719,"31.956546000000003,77.109719","31.956546000000003,77.109719",Asia/Kolkata,5.5,90.4,66.3,74.6,68.4,84.12,0.79,,8.33,,,,,5.6,186.7,,49.0,3.2,,,0.0,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,34.525881,71.398496,"34.525881,71.398496","34.525881,71.398496",Asia/Karachi,5.0,116.9,79.3,98.9,72.4,56.11,0.0,,0.0,,,,,11.4,210.4,1003.1,13.0,2.8,,,0.0,0.2,Clear,Clear conditions throughout the day.,clear-day
1,27.90362599,85.91050294,"27.90362599,85.91050294","27.90362599,85.91050294",Asia/Kathmandu,5.75,87.2,69.8,75.5,70.1,86.16,0.12,,4.55,,,,,10.3,142.9,,52.9,4.5,,,0.0,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,27.98531715,94.21263589,"27.98531715,94.21263589","27.98531715,94.21263589",Asia/Kolkata,5.5,108.6,77.6,90.5,80.1,94.71,2.02,,27.27,,,,,13.9,87.3,1000.5,95.5,1.8,,,0.0,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,26.11613908,94.24222574,"26.11613908,94.24222574","26.11613908,94.24222574",Asia/Kolkata,5.5,86.6,76.3,81.4,76.3,93.84,1.58,,50.0,,,,,1.1,360.0,,84.7,0.9,,,0.0,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,43.10590179,-72.44447441,"43.10590179,-72.44447441","43.10590179,-72.44447441",America/New_York,-4.0,85.7,67.5,73.6,69.2,87.32,0.67,,41.67,,0.0,0.0,25.5,10.1,157.5,1009.3,74.8,8.7,,,0.0,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,-36.95665535,175.2344014,"-36.95665535,175.2344014","-36.95665535,175.2344014",Pacific/Auckland,12.0,60.8,55.4,57.8,55.1,90.72,0.07,,8.33,,,,39.1,27.0,30.9,1017.0,65.8,5.5,,,0.0,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,21.42181705,92.17584376,"21.42181705,92.17584376","21.42181705,92.17584376",Asia/Dhaka,6.0,78.5,77.1,77.7,77.0,97.7,0.98,,33.33,,,,,3.4,206.7,,100.0,5.0,,,0.0,0.44,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain
1,27.97875751,94.26296826,"27.97875751,94.26296826","27.97875751,94.26296826",Asia/Kolkata,5.5,108.6,77.6,90.5,80.1,94.71,2.02,,27.27,,,,,13.9,87.3,1000.5,95.5,1.8,,,0.0,0.41,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,10.283626,123.82111299999998,"10.283626,123.82111299999998","10.283626,123.82111299999998",Asia/Manila,8.0,90.9,76.9,81.5,76.5,91.59,0.34,,25.0,,,,,5.8,207.6,1010.4,98.6,5.6,,,0.0,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain
1,21.04270451,92.21525816,"21.04270451,92.21525816","21.04270451,92.21525816",Asia/Dhaka,6.0,88.3,77.1,80.3,78.6,99.65,0.63,,40.0,,,,,2.2,76.0,,98.0,4.5,,,0.0,0.61,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,26.90298048,88.29518925,"26.90298048,88.29518925","26.90298048,88.29518925",Asia/Kolkata,5.5,77.0,66.3,73.2,71.0,92.7,0.92,,60.0,,,,,6.2,83.0,999.6,47.9,1.2,,,0.0,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
1,27.878121000000004,85.143062,"27.878121000000004,85.143062","27.878121000000004,85.143062",Asia/Kathmandu,5.75,78.8,69.8,72.8,70.0,91.36,0.21,,4.17,,,,,12.8,150.6,,58.1,4.3,,,0.0,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
1,23.69461107,92.87641207,"23.69461107,92.87641207","23.69461107,92.87641207",Asia/Kolkata,5.5,105.1,76.0,93.7,78.8,88.37,0.24,,14.29,,,,,4.7,81.4,1005.3,85.6,2.4,,,0.0,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,10.68399129,-61.54264771,"10.68399129,-61.54264771","10.68399129,-61.54264771",America/Port_of_Spain,-4.0,98.6,74.9,86.3,73.5,77.13,0.0,,0.0,,,,,15.0,69.0,1014.3,27.5,7.2,,,0.0,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,-6.558993431,106.78629,"-6.558993431,106.78629","-6.558993431,106.78629",Asia/Jakarta,7.0,98.1,71.5,84.0,73.5,80.99,0.0,,0.0,,,,,11.4,105.7,1009.6,39.6,4.0,,,0.0,0.27,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
1,28.54909078,108.5421686,"28.54909078,108.5421686","28.54909078,108.5421686",Asia/Shanghai,8.0,91.0,68.9,77.0,69.6,80.59,0.2,,12.5,,,,,6.2,133.5,1002.3,43.2,8.9,,,0.0,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
1,-44.675943,167.940244,"-44.675943,167.940244","-44.675943,167.940244",Pacific/Auckland,12.0,44.0,31.7,40.0,38.9,88.71,0.03,,25.0,,,,,5.8,185.0,1009.6,0.0,14.8,,,0.0,0.37,Rain,Clear conditions throughout the day with rain clearing later.,rain
1,43.21843612,-109.4847675,"43.21843612,-109.4847675","43.21843612,-109.4847675",America/Denver,-6.0,81.6,46.2,66.7,36.7,36.49,0.0,,0.0,,0.0,0.0,53.0,16.1,250.2,1016.0,17.5,9.9,,,0.0,0.44,Clear,Clear conditions throughout the day.,clear-day
1,26.3312531,94.55427723,"26.3312531,94.55427723","26.3312531,94.55427723",Asia/Kolkata,5.5,107.0,78.9,93.0,80.0,92.12,2.68,,50.0,,,,,0.0,,,80.0,1.2,,,0.0,0.27,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,27.02149311,88.25902123,"27.02149311,88.25902123","27.02149311,88.25902123",Asia/Kolkata,5.5,74.9,66.5,71.0,69.6,95.33,2.77,,80.0,,,,,4.5,108.7,1001.0,41.7,0.5,,,0.0,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
1,28.372874,83.567989,"28.372874,83.567989","28.372874,83.567989",Asia/Kathmandu,5.75,99.4,73.5,87.8,73.7,76.25,1.22,,20.0,,,,,8.1,160.0,,62.0,5.1,,,0.0,0.48,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,38.74738889,75.19605556,"38.74738889,75.19605556","38.74738889,75.19605556",Asia/Shanghai,8.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.01,,,
1,52.1104766,-2.345003962,"52.1104766,-2.345003962","52.1104766,-2.345003962",Europe/London,1.0,67.3,50.8,59.4,52.8,79.62,0.03,,8.33,,,,,6.1,208.8,1019.9,74.0,13.0,,,0.0,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
1,16.404676000000002,120.595832,"16.404676000000002,120.595832","16.404676000000002,120.595832",Asia/Manila,8.0,71.8,63.9,65.9,64.3,94.63,3.27,,87.5,,,,,11.1,233.5,1003.0,87.6,1.7,,,0.0,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain
1,6.6229611870000005,3.381341033,"6.6229611870000005,3.381341033","6.6229611870000005,3.381341033",Africa/Lagos,1.0,99.9,75.4,87.2,75.9,83.24,0.02,,5.26,,,,28.9,17.2,232.5,1011.6,69.2,5.2,,,0.0,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain
1,38.48258714,-105.4129317,"38.48258714,-105.4129317","38.48258714,-105.4129317",America/Denver,-6.0,73.9,45.8,62.7,43.1,50.78,0.02,,4.17,,0.0,0.0,30.0,14.8,199.3,1008.7,27.3,9.9,,,0.0,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,39.12221676,-111.6038025,"39.12221676,-111.6038025","39.12221676,-111.6038025",America/Denver,-6.0,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,0.59,,,
1,42.62244921,18.18030889,"42.62244921,18.18030889","42.62244921,18.18030889",Europe/Zagreb,2.0,77.1,62.7,71.8,64.3,78.0,0.0,,0.0,,,0.0,,8.5,167.1,1011.8,17.1,8.1,,,0.0,0.43,Clear,Clear conditions throughout the day.,clear-day
1,-0.5847399999999999,37.559988,"-0.5847399999999999,37.559988","-0.5847399999999999,37.559988",Africa/Nairobi,3.0,75.3,63.7,68.3,58.7,72.71,0.0,,0.0,,,,,6.0,184.0,,66.1,18.6,,,0.0,0.83,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day
1,17.06998518,96.82040086,"17.06998518,96.82040086","17.06998518,96.82040086",Asia/Yangon,6.5,116.4,78.9,100.9,79.5,79.03,0.0,,0.0,,,,,5.8,201.9,1007.5,76.8,4.3,,,0.0,0.78,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,36.50129467,-83.02836628,"36.50129467,-83.02836628","36.50129467,-83.02836628",America/New_York,-4.0,70.4,53.9,61.5,52.2,74.69,0.17,,20.83,,0.0,0.0,20.8,9.5,176.5,1009.0,61.2,9.3,,,0.0,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
1,44.3517732,-103.7798821,"44.3517732,-103.7798821","44.3517732,-103.7798821",America/Denver,-6.0,55.9,44.3,51.1,49.2,91.14,0.08,,16.67,,0.0,0.0,36.7,15.6,210.9,1003.2,62.0,9.2,,,0.0,0.63,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain
1,23.19807165,94.29816252,"23.19807165,94.29816252","23.19807165,94.29816252",Asia/Yangon,6.5,114.0,78.9,101.2,78.2,71.76,0.0,,0.0,,,,,1.1,360.0,1002.9,56.7,2.5,,,0.0,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,40.61990972,-111.678278,"40.61990972,-111.678278","40.61990972,-111.678278",America/Denver,-6.0,57.4,27.0,38.8,33.9,71.18,0.31,,29.17,,3.84,46.9,40.3,28.9,232.9,1008.2,63.1,9.2,,,0.0,0.68,"Snow, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow
1,38.37512397,-81.66519040000001,"38.37512397,-81.66519040000001","38.37512397,-81.66519040000001",America/New_York,-4.0,69.2,63.0,67.1,63.5,88.53,1.74,,62.5,,0.0,0.0,24.2,11.3,163.5,1008.3,63.9,7.2,,,0.0,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain
1,27.06992579,93.6146564,"27.06992579,93.6146564","27.06992579,93.6146564",Asia/Kolkata,5.5,94.5,76.7,84.4,78.6,95.53,1.38,,15.38,,,,,8.1,107.7,1001.5,98.1,1.7,,,0.0,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain
1,28.069957,85.01,"28.069957,85.01","28.069957,85.01",Asia/Kathmandu,5.75,87.2,71.6,75.7,70.4,85.61,0.03,,4.17,,,,,10.3,143.3,,87.3,4.4,,,0.0,0.42,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
1,45.08144863,41.98700247,"45.08144863,41.98700247","45.08144863,41.98700247",Europe/Moscow,3.0,69.8,55.4,63.7,51.6,66.48,0.0,,0.0,,,,,11.2,145.8,,26.6,6.2,,,0.0,0.09,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,47.67463292,-117.226052,"47.67463292,-117.226052","47.67463292,-117.226052",America/Los_Angeles,-7.0,69.7,56.8,62.3,51.8,69.79,0.09,,29.17,,0.0,0.0,33.3,14.3,201.3,1010.6,66.1,9.8,,,0.0,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain
1,34.27703802,75.46743478,"34.27703802,75.46743478","34.27703802,75.46743478",Asia/Kolkata,5.5,80.8,64.1,73.7,54.9,53.85,0.16,,16.67,,,,,2.2,135.0,,61.7,2.3,,,0.0,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain
1,37.74061109,-121.6697643,"37.74061109,-121.6697643","37.74061109,-121.6697643",America/Los_Angeles,-7.0,75.6,54.4,62.9,51.4,68.46,0.03,,20.83,,0.0,0.0,22.4,17.2,269.8,1013.4,29.8,9.9,,,0.0,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain
1,43.20953132,-122.8035956,"43.20953132,-122.8035956","43.20953132,-122.8035956",America/Los_Angeles,-7.0,73.5,56.5,63.7,53.0,69.57,0.0,,0.0,,0.0,0.0,18.3,10.5,211.0,1016.0,53.5,9.4,,,0.0,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day
1,16.28332586,80.26097734,"16.28332586,80.26097734","16.28332586,80.26097734",Asia/Kolkata,5.5,101.7,79.6,92.4,76.6,79.46,0.28,,10.0,,,,,11.4,143.5,1002.1,68.3,3.1,,,0.0,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain
